A,Agilent Technologies Inc,Yes,"1,884,040",NYS,$42B (Large),1.3
CIG,Energy of Minas Gerais Co,Yes,"3,649,490",NYS,$4B (Small),0.89
CIVI,Civitas Resources Inc,Yes,"1,234,130",NYS,$2B (Small),0.93
CL,Colgate-Palmolive Co,Yes,"5,627,930",NYS,$66B (Large),0.28
CLF,Cleveland-Cliffs Inc,Yes,"13,331,680",NYS,$7B (Small),1.93
CLNE,Clean Energy Fuels Corp,Yes,"1,056,000",NASDAQ,$467M (Micro),2.21
CLOV,Clover Health Investments Corp,Yes,"4,873,570",NASDAQ,$1B (Micro),2.11
CLS,Celestica Inc,Yes,"1,967,690",NYS,$35B (Mid),1.87
CLSK,CleanSpark Inc,Yes,"21,213,450",NASDAQ,$3B (Small),3.48
CLVT,Clarivate PLC,Yes,"4,323,510",NYS,$2B (Small),1.52
CLX,Clorox Co,Yes,"2,239,080",NYS,$13B (Mid),0.59
CM,Canadian Imperial Bank of Commerce,Yes,"1,799,460",NYS,$84B (Large),1.04
CMA,Comerica Inc,Yes,"1,384,630",NYS,$12B (Mid),1.06
CMC,Commercial Metals Co,Yes,"1,258,970",NYS,$8B (Mid),1.49
CMCSA,Comcast Corp,Yes,"27,258,800",NASDAQ,$103B (Large),0.8
CME,CME Group Inc,Yes,"1,559,050",NASDAQ,$95B (Large),0.29
CMG,Chipotle Mexican Grill Inc,Yes,"13,727,730",NYS,$53B (Large),0.99
CMPS,Compass Pathways PLC,Yes,"1,494,030",NASDAQ,$693M (Micro),1.93
CMPX,Compass Therapeutics Inc.,Yes,"1,980,870",NASDAQ,$952M (Micro),1.26
CMS,CMS Energy Corp,Yes,"2,172,240",NYS,$21B (Mid),0.47
CNC,Centene Corp,Yes,"5,984,200",NYS,$23B (Mid),0.49
CNH,CNH Industrial NV,Yes,"10,592,010",NYS,$13B (Mid),1.31
CNK,Cinemark Holdings Inc,Yes,"2,700,090",NYS,$3B (Small),1.13
CNM,Core & Main Inc,Yes,"1,698,860",NYS,$11B (Mid),0.99
CNP,CenterPoint Energy Inc,Yes,"3,287,540",NYS,$25B (Mid),0.58
CNQ,Canadian Natural Resources Ltd,Yes,"10,065,120",NYS,$67B (Large),0.69
CNTA,Centessa Pharmaceuticals PLC,Yes,"1,322,020",NASDAQ,$3B (Small),1.56
CNX,CNX Resources Corp,Yes,"1,855,430",NYS,$5B (Small),0.66
CODI,Compass Diversified Holdings,Yes,"1,263,850",NYS,$414M (Micro),1.08
COF,Capital One Financial Corp,Yes,"3,042,640",NYS,$158B (Large),1.14
COGT,Cogent Biosciences Inc,Yes,"2,385,190",NASDAQ,$6B (Small),0.45
COHR,Coherent Corp,Yes,"3,506,470",NYS,$28B (Mid),1.86
COIN,Coinbase Global Inc,Yes,"7,823,720",NASDAQ,$65B (Large),3.71
COLB,Columbia Banking System Inc,Yes,"1,879,520",NASDAQ,$9B (Mid),0.59
COLD,Americold Realty Trust Inc,Yes,"6,115,200",NYS,$4B (Small),0.92
COMM,CommScope Holding Company Inc,Yes,"3,262,100",NASDAQ,$4B (Small),2.42
COMP,Compass Inc,Yes,"28,023,500",NYS,$7B (Small),2.55
COO,Cooper Companies Inc,Yes,"2,127,260",NASDAQ,$16B (Mid),1.03
COP,ConocoPhillips,Yes,"7,621,090",NYS,$120B (Large),0.33
CORT,Corcept Therapeutics Inc,Yes,"4,501,300",NASDAQ,$4B (Small),0.25
COST,Costco Wholesale Corp,Yes,"2,499,120",NASDAQ,$411B (Large),1.01
COTY,Coty Inc,Yes,"6,802,230",NYS,$3B (Small),0.95
COUR,Coursera Inc,Yes,"2,889,520",NYS,$1B (Micro),1.38
CPNG,Coupang Inc,Yes,"16,581,420",NYS,$42B (Large),1.2
CPRI,Capri Holdings Ltd,Yes,"1,968,860",NYS,$3B (Small),1.45
CPRT,Copart Inc,Yes,"7,097,940",NASDAQ,$39B (Mid),1.08
CPRX,Catalyst Pharmaceuticals Inc,Yes,"1,098,770",NASDAQ,$3B (Small),0.73
CPT,Camden Property Trust,Yes,"1,277,060",NYS,$12B (Mid),0.83
CRBG,Corebridge Financial Inc,Yes,"3,286,210",NYS,$16B (Mid),1.06
CRDF,Cardiff Oncology Inc,Yes,"1,050,930",NASDAQ,$207M (Micro),1.34
CRDO,Credo Technology Group Holding Ltd,Yes,"5,510,310",NASDAQ,$27B (Mid),2.65
CRGY,Crescent Energy Co,Yes,"6,111,810",NYS,$3B (Small),1.2
CRH,CRH PLC,Yes,"4,913,820",NYS,$88B (Large),1.19
CRI,Carter's Inc,Yes,"1,197,700",NYS,$1B (Micro),1.06
CRK,Comstock Resources Inc,Yes,"2,343,310",NYS,$6B (Small),0.38
CRM,Salesforce Inc,Yes,"5,201,560",NYS,$244B (Large),1.27
CRMD,CorMedix Inc,Yes,"5,302,870",NASDAQ,$601M (Micro),1.37
CRML,Critical Metals Corp,Yes,"17,990,890",NASDAQ,$2B (Micro),1.46
CRNX,Crinetics Pharmaceuticals Inc,Yes,"2,108,540",NASDAQ,$5B (Small),0.2
CROX,Crocs Inc,Yes,"1,250,940",NASDAQ,$4B (Small),1.56
CRSP,CRISPR Therapeutics AG,Yes,"1,712,420",NASDAQ,$5B (Small),1.72
CRSR,Corsair Gaming Inc,Yes,"1,068,020",NASDAQ,$615M (Micro),1.54
CRVS,Corvus Pharmaceuticals Inc,Yes,"1,513,430",NASDAQ,$507M (Micro),0.68
CRWD,CrowdStrike Holdings Inc,Yes,"2,239,540",NASDAQ,$119B (Large),1.03
CSCO,Cisco Systems Inc,Yes,"16,136,210",NASDAQ,$292B (Large),0.86
CSGP,CoStar Group Inc,Yes,"5,201,240",NASDAQ,$25B (Mid),0.83
CSIQ,Canadian Solar Inc,Yes,"4,910,120",NASDAQ,$1B (Micro),1.27
CSTM,Constellium SE,Yes,"1,179,000",NYS,$3B (Small),1.51
CSX,CSX Corp,Yes,"12,279,930",NASDAQ,$66B (Large),1.29
CTAS,Cintas Corp,Yes,"1,279,640",NASDAQ,$77B (Large),0.95
CTMX,CytomX Therapeutics Inc,Yes,"1,804,680",NASDAQ,$737M (Micro),2.43
CTRA,Coterra Energy Inc,Yes,"7,510,830",NYS,$19B (Mid),0.37
CTRE,CareTrust REIT Inc,Yes,"1,554,560",NYS,$8B (Mid),0.78
CTSH,Cognizant Technology Solutions Corp,Yes,"3,182,800",NASDAQ,$41B (Mid),0.95
CTVA,Corteva Inc,Yes,"2,675,110",NYS,$46B (Large),0.75
CUBE,CubeSmart,Yes,"2,422,180",NYS,$9B (Mid),1.13
CUE,Cue Biopharma Inc,Yes,"2,721,800",NASDAQ,$28M (Micro),1.51
CUK,Carnival PLC,Yes,"1,580,950",NYS,$5B (Small),2.52
CUZ,Cousins Properties Inc,Yes,"1,270,270",NYS,$4B (Small),1.2
CVBF,CVB Financial Corp,Yes,"1,377,450",NASDAQ,$3B (Small),0.7
CVE,Cenovus Energy Inc,Yes,"12,978,850",NYS,$31B (Mid),0.48
CVI,CVR Energy Inc,Yes,"1,514,790",NYS,$2B (Small),1.15
CVNA,Carvana Co,Yes,"2,646,880",NYS,$101B (Large),3.57
CVS,CVS Health Corp,Yes,"5,943,420",NYS,$102B (Large),0.49
CVX,Chevron Corp,Yes,"12,093,870",NYS,$326B (Large),0.69
CWAN,Clearwater Analytics Holdings Inc,Yes,"12,598,040",NYS,$7B (Small),0.66
CWH,Camping World Holdings Inc,Yes,"2,073,160",NYS,$1B (Micro),2.12
CWK,Cushman & Wakefield Ltd,Yes,"1,231,420",NYS,$4B (Small),1.47
CX,Cemex SAB de CV,Yes,"4,810,080",NYS,$18B (Mid),1.62
CXAI,CXApp Inc,Yes,"1,843,940",NASDAQ,$11M (Micro),0.88
CXM,Sprinklr Inc,Yes,"1,259,720",NYS,$2B (Micro),0.77
CYH,Community Health Systems Inc,Yes,"1,136,060",NYS,$460M (Micro),2.11
CYTK,Cytokinetics Inc,Yes,"1,983,620",NASDAQ,$8B (Mid),0.54
CZR,Caesars Entertainment Inc,Yes,"4,117,930",NASDAQ,$5B (Small),2.04
D,Dominion Energy Inc,Yes,"5,372,320",NYS,$50B (Large),0.7
DAL,Delta Air Lines Inc,Yes,"5,664,530",NYS,$47B (Large),1.37
DAN,Dana Inc,Yes,"1,459,370",NYS,$3B (Small),2.13
DAR,Darling Ingredients Inc,Yes,"1,780,730",NYS,$6B (Small),1.28
DASH,DoorDash Inc,Yes,"3,446,420",NASDAQ,$93B (Large),1.77
DAY,Dayforce Inc,Yes,"2,878,440",NYS,$11B (Mid),1.16
DB,Deutsche Bank AG,Yes,"2,039,700",NYS,$73B (Large),0.95
DBI,Designer Brands Inc,Yes,"1,155,990",NYS,$406M (Micro),1.09
DBRG,DigitalBridge Group Inc,Yes,"17,126,930",NYS,$3B (Small),1.71
DBX,Dropbox Inc,Yes,"3,380,310",NASDAQ,$7B (Small),0.63
DC,Dakota Gold Corp,Yes,"1,073,190",NYS,$651M (Micro),1.08
DD,Dupont De Nemours Inc,Yes,"3,906,300",NYS,$18B (Mid),1.08
DDD,3D Systems Corp,Yes,"5,514,800",NYS,$340M (Micro),2.39
DDL,Dingdong (Cayman) Ltd,Yes,"2,867,470",NYS,$536M (Micro),0.44
DDOG,Datadog Inc,Yes,"3,499,640",NASDAQ,$44B (Large),1.27
DE,Deere & Co,Yes,"1,205,050",NYS,$132B (Large),1.03
DECK,Deckers Outdoor Corp,Yes,"2,548,950",NYS,$15B (Mid),1.15
DEI,Douglas Emmett Inc,Yes,"1,945,790",NYS,$2B (Micro),1.16
DELL,Dell Technologies Inc,Yes,"6,041,820",NYS,$80B (Large),1.02
DENN,Denny's Corp,Yes,"1,614,170",NASDAQ,$321M (Micro),1.39
DEO,Diageo PLC,Yes,"2,012,040",NYS,$49B (Large),0.46
DG,Dollar General Corp,Yes,"3,210,170",NYS,$31B (Mid),0.25
DHC,Diversified Healthcare Trust,Yes,"1,308,570",NASDAQ,$1B (Micro),2.41
DHI,D.R. Horton Inc,Yes,"3,139,920",NYS,$46B (Large),1.45
DHR,Danaher Corp,Yes,"2,137,060",NYS,$168B (Large),0.92
DINO,HF Sinclair Corp,Yes,"2,464,470",NYS,$9B (Mid),0.85
DIS,Walt Disney Co,Yes,"8,222,000",NYS,$207B (Large),1.43
DJT,Trump Media & Technology Group Corp,Yes,"10,015,980",NASDAQ,$4B (Small),4.62
DK,Delek US Holdings Inc,Yes,"1,089,370",NYS,$2B (Micro),0.83
DKNG,Draftkings Inc,Yes,"8,786,400",NASDAQ,$18B (Mid),1.67
DKS,DICK'S Sporting Goods Inc,Yes,"1,493,400",NYS,$19B (Mid),1.24
DLO,Dlocal Ltd,Yes,"1,193,790",NASDAQ,$4B (Small),1.13
DLR,Digital Realty Trust Inc,Yes,"1,828,130",NYS,$54B (Large),1.14
DLTR,Dollar Tree Inc,Yes,"2,506,800",NASDAQ,$26B (Mid),0.74
DNLI,Denali Therapeutics Inc,Yes,"1,416,810",NASDAQ,$3B (Small),1.02
DNN,Denison Mines Corp,Yes,"41,478,150",NYS,$3B (Small),1.26
DNOW,DNOW Inc,Yes,"1,879,620",NYS,$3B (Small),0.79
DNUT,Krispy Kreme Inc,Yes,"2,247,740",NASDAQ,$733M (Micro),1.32
DOC,Healthpeak Properties Inc,Yes,"8,815,990",NYS,$12B (Mid),1.1
DOCN,DigitalOcean Holdings Inc,Yes,"1,705,200",NYS,$5B (Small),1.77
DOCS,Doximity Inc,Yes,"2,553,300",NYS,$8B (Mid),1.39
DOCU,DocuSign Inc,Yes,"2,587,740",NASDAQ,$14B (Mid),1.01
DOW,Dow Inc,Yes,"9,824,110",NYS,$19B (Mid),0.78
DRH,Diamondrock Hospitality Co,Yes,"1,848,300",NASDAQ,$2B (Micro),1.04
DRI,Darden Restaurants Inc,Yes,"1,661,700",NYS,$23B (Mid),0.64
DRS,Leonardo DRS Inc,Yes,"1,277,710",NASDAQ,$11B (Mid),0.46
DT,Dynatrace Inc,Yes,"2,956,890",NYS,$13B (Mid),0.84
DTE,DTE Energy Co,Yes,"1,074,310",NYS,$27B (Mid),0.5
DUK,Duke Energy Corp,Yes,"2,729,960",NYS,$91B (Large),0.5
DUOL,Duolingo Inc,Yes,"1,354,610",NASDAQ,$8B (Mid),0.86
DV,DoubleVerify Holdings Inc,Yes,"2,179,530",NYS,$2B (Micro),0.98
DVAX,Dynavax Technologies Corp,Yes,"5,329,310",NASDAQ,$2B (Micro),0.97
DVN,Devon Energy Corp,Yes,"7,776,580",NYS,$22B (Mid),0.66
DX,Dynex Capital Inc,Yes,"6,429,410",NYS,$2B (Micro),0.97
DXC,DXC Technology Co,Yes,"1,530,970",NYS,$3B (Small),1.07
DXCM,Dexcom Inc,Yes,"3,802,730",NASDAQ,$26B (Mid),1.49
DYN,Dyne Therapeutics Inc,Yes,"2,019,090",NASDAQ,$3B (Small),1.3
EA,Electronic Arts Inc,Yes,"1,421,580",NASDAQ,$51B (Large),0.73
EB,Eventbrite Inc,Yes,"2,308,690",NYS,$438M (Micro),1.4
EBAY,eBay Inc,Yes,"3,830,860",NASDAQ,$41B (Mid),1.38
EBC,Eastern Bankshares Inc,Yes,"1,550,600",NASDAQ,$5B (Small),0.81
EC,Ecopetrol SA,Yes,"2,853,370",NYS,$22B (Mid),0.78
ECL,Ecolab Inc,Yes,"1,064,540",NYS,$77B (Large),0.99
ECVT,Ecovyst Inc,Yes,"1,234,660",NYS,$1B (Micro),1.2
ED,Consolidated Edison Inc,Yes,"1,440,570",NYS,$36B (Mid),0.37
EDIT,Editas Medicine Inc,Yes,"1,834,030",NASDAQ,$202M (Micro),2.15
EFC,Ellington Financial Inc,Yes,"1,946,550",NYS,$1B (Micro),0.95
EFX,Equifax Inc,Yes,"1,246,070",NYS,$28B (Mid),1.55
EGO,Eldorado Gold Corp,Yes,"1,364,930",NYS,$8B (Mid),0.51
EIX,Edison International,Yes,"3,079,020",NYS,$23B (Mid),0.82
EL,Estee Lauder Companies Inc,Yes,"2,583,020",NYS,$41B (Mid),1.14
ELAN,Elanco Animal Health Inc,Yes,"3,785,290",NYS,$12B (Mid),1.87
ELF,elf Beauty Inc,Yes,"1,781,350",NYS,$5B (Small),1.7
ELME,Elme Communities,Yes,"7,861,930",NYS,$260M (Micro),0.76
ELS,Equity LifeStyle Properties Inc,Yes,"1,376,640",NYS,$12B (Mid),0.77
ELV,Elevance Health Inc,Yes,"1,167,200",NYS,$83B (Large),0.51
ELVN,Enliven Therapeutics Inc,Yes,"1,926,310",NASDAQ,$2B (Micro),0.37
EMN,Eastman Chemical Co,Yes,"1,403,890",NYS,$8B (Mid),1.25
EMR,Emerson Electric Co,Yes,"2,409,700",NYS,$81B (Large),1.26
ENB,Enbridge Inc,Yes,"4,260,310",NYS,$100B (Large),0.67
ENPH,Enphase Energy Inc,Yes,"5,071,670",NASDAQ,$5B (Small),1.37
ENTG,Entegris Inc,Yes,"2,450,090",NASDAQ,$16B (Mid),1.33
ENVX,Enovix Corp,Yes,"5,890,680",NASDAQ,$2B (Micro),2.13
EOG,EOG Resources Inc,Yes,"3,319,030",NYS,$57B (Large),0.49
EOLS,Evolus Inc,Yes,"1,253,250",NASDAQ,$366M (Micro),1.11
EOSE,Eos Energy Enterprises Inc,Yes,"13,707,120",NASDAQ,$5B (Small),2.15
EPD,Enterprise Products Partners LP,Yes,"3,565,700",NYS,$69B (Large),0.59
EPRT,Essential Properties Realty Trust Inc,Yes,"1,796,300",NYS,$6B (Small),1.01
EQH,Equitable Holdings Inc,Yes,"1,853,430",NYS,$14B (Mid),1.12
EQNR,Equinor ASA,Yes,"4,025,860",NYS,$59B (Large),0.33
EQR,Equity Residential,Yes,"2,157,920",NYS,$23B (Mid),0.76
EQT,EQT Corp,Yes,"8,454,240",NYS,$32B (Mid),0.73
EQX,Equinox Gold Corp,Yes,"7,512,780",NYS,$11B (Mid),1.24
ERAS,Erasca Inc,Yes,"8,873,930",NASDAQ,$2B (Micro),1.21
ERIC,Telefonaktiebolaget LM Ericsson,Yes,"8,834,480",NASDAQ,$29B (Mid),0.96
ES,Eversource Energy,Yes,"1,801,730",NYS,$25B (Mid),0.78
ESI,Element Solutions Inc,Yes,"1,787,110",NYS,$7B (Small),1.28
ESPR,Esperion Therapeutics Inc,Yes,"4,618,560",NASDAQ,$928M (Micro),1.09
ESRT,Empire State Realty Trust Inc,Yes,"1,209,240",NYS,$1B (Micro),1.37
ESTC,Elastic NV,Yes,"1,056,510",NYS,$8B (Mid),0.94
ET,Energy Transfer LP,Yes,"14,519,060",NYS,$58B (Large),0.67
ETN,Eaton Corporation PLC,Yes,"2,595,780",NYS,$126B (Large),1.19
ETR,Entergy Corp,Yes,"1,967,970",NYS,$42B (Large),0.64
ETSY,ETSY Inc,Yes,"3,025,760",NYS,$6B (Small),1.78
EVEX,Eve Holding Inc,Yes,"1,077,640",NYS,$2B (Micro),0.84
EVGO,EVgo Inc,Yes,"3,294,570",NASDAQ,$942M (Micro),2.58
EVH,Evolent Health Inc,Yes,"2,152,720",NYS,$465M (Micro),0.27
EVLV,Evolv Technologies Holdings Inc,Yes,"2,532,910",NASDAQ,$1B (Micro),1.86
EVRG,Evergy Inc,Yes,"1,775,170",NASDAQ,$17B (Mid),0.64
EVTL,Vertical Aerospace Ltd,Yes,"1,675,550",NYS,$650M (Micro),1.24
EVTV,Envirotech Vehicles Inc,Yes,"40,901,540",NASDAQ,$2M (Micro),0.69
EW,Edwards Lifesciences Corp,Yes,"2,752,680",NYS,$49B (Large),0.94
EWTX,Edgewise Therapeutics Inc,Yes,"1,182,990",NASDAQ,$3B (Small),0.27
EXAS,Exact Sciences Corp,Yes,"2,156,930",NASDAQ,$19B (Mid),1.42
EXC,Exelon Corp,Yes,"4,492,680",NASDAQ,$44B (Large),0.44
EXE,Expand Energy Corp,Yes,"2,726,860",NASDAQ,$24B (Mid),0.44
EXEL,Exelixis Inc,Yes,"2,282,610",NASDAQ,$12B (Mid),0.42
EXK,Endeavour Silver Corp,Yes,"15,824,890",NYS,$3B (Small),1.24
EXPE,Expedia Group Inc,Yes,"1,225,470",NASDAQ,$36B (Mid),1.42
EXPI,eXp World Holdings Inc,Yes,"1,082,060",NASDAQ,$2B (Micro),2.12
EXR,Extra Space Storage Inc,Yes,"1,182,430",NYS,$30B (Mid),1.28
EYE,National Vision Holdings Inc,Yes,"1,078,050",NASDAQ,$2B (Micro),1.39
F,Ford Motor Co,Yes,"55,053,360",NYS,$57B (Large),1.67
FANG,Diamondback Energy Inc,Yes,"1,788,820",NASDAQ,$42B (Large),0.6
FAST,Fastenal Co,Yes,"6,673,480",NASDAQ,$48B (Large),0.89
FATE,Fate Therapeutics Inc,Yes,"1,401,680",NASDAQ,$121M (Micro),2.25
FBIN,Fortune Brands Innovations Inc,Yes,"1,524,670",NYS,$7B (Small),1.41
FBP,First BanCorp,Yes,"1,027,890",NYS,$3B (Small),0.87
FCEL,Fuelcell Energy Inc,Yes,"1,659,590",NASDAQ,$362M (Micro),1.32
FCX,Freeport-McMoRan Inc,Yes,"18,511,910",NYS,$81B (Large),1.47
FDX,FedEx Corp,Yes,"1,650,460",NYS,$73B (Large),1.35
FE,FirstEnergy Corp,Yes,"3,404,210",NYS,$26B (Mid),0.63
FERG,Ferguson Enterprises Inc,Yes,"1,085,440",NYS,$47B (Large),1.14
FFAI,Faraday Future Intelligent Electric Inc,Yes,"7,170,280",NASDAQ,$185M (Micro),5.22
FFIV,F5 Inc,Yes,"1,003,130",NASDAQ,$16B (Mid),1
FHB,First Hawaiian Inc,Yes,"1,246,420",NASDAQ,$3B (Small),0.72
FHN,First Horizon Corp,Yes,"4,940,800",NYS,$12B (Mid),0.64
FIGS,Figs Inc,Yes,"2,265,920",NYS,$2B (Micro),1.3
FINV,FinVolution Group,Yes,"1,046,840",NYS,$1B (Micro),0.44
FIS,Fidelity National Information Services Inc,Yes,"2,042,520",NYS,$35B (Mid),0.92
FISV,Fiserv Inc,Yes,"6,337,880",NASDAQ,$38B (Mid),0.78
FITB,Fifth Third Bancorp,Yes,"6,227,640",NASDAQ,$33B (Mid),1
FIVE,Five Below Inc,Yes,"1,184,890",NASDAQ,$11B (Mid),1.14
FIVN,Five9 Inc,Yes,"1,557,640",NASDAQ,$2B (Micro),1.33
FLEX,Flex Ltd,Yes,"2,660,660",NASDAQ,$23B (Mid),1.24
FLG,Flagstar Bank NA,Yes,"4,931,140",NYS,$5B (Small),1.1
FLNC,Fluence Energy Inc,Yes,"3,824,260",NASDAQ,$4B (Small),2.89
FLO,Flowers Foods Inc,Yes,"4,020,960",NYS,$2B (Small),0.32
FLR,Fluor Corp,Yes,"2,710,390",NYS,$7B (Small),1.38
FLUT,Flutter Entertainment PLC,Yes,"1,498,850",NYS,$38B (Mid),1.15
FLYW,Flywire Corp,Yes,"1,136,130",NASDAQ,$2B (Micro),1.29
FMC,FMC Corp,Yes,"3,670,220",NYS,$2B (Micro),0.66
FNB,FNB Corp,Yes,"4,366,190",NYS,$6B (Small),0.94
FND,Floor & Decor Holdings Inc,Yes,"2,364,780",NYS,$8B (Mid),1.75
FNF,Fidelity National Financial Inc,Yes,"1,211,390",NYS,$15B (Mid),1.01
FOLD,Amicus Therapeutics Inc,Yes,"12,904,310",NASDAQ,$4B (Small),0.38
FOUR,Shift4 Payments Inc,Yes,"1,796,980",NYS,$6B (Small),1.63
FOXA,Fox Corp,Yes,"2,488,890",NASDAQ,$15B (Mid),0.52
FRO,Frontline Plc,Yes,"3,417,170",NYS,$6B (Small),0.07
FROG,Jfrog Ltd,Yes,"1,575,090",NASDAQ,$7B (Small),1.13
FRSH,Freshworks Inc,Yes,"3,010,260",NASDAQ,$3B (Small),0.89
FSK,FS KKR Capital Corp,Yes,"2,633,340",NYS,$4B (Small),0.89
FSLR,First Solar Inc,Yes,"2,110,850",NASDAQ,$26B (Mid),1.59
FSLY,Fastly Inc,Yes,"2,961,440",NASDAQ,$1B (Micro),1.03
FTAI,FTAI Aviation Ltd,Yes,"2,075,940",NASDAQ,$25B (Mid),1.54
FTI,TechnipFMC PLC,Yes,"2,896,560",NYS,$20B (Mid),0.72
FTNT,Fortinet Inc,Yes,"5,161,050",NASDAQ,$59B (Large),1.06
FTV,Fortive Corp,Yes,"3,139,300",NYS,$17B (Mid),1.12
FUBO,FuboTV Inc,Yes,"10,795,420",NYS,$3B (Small),2.06
FULT,Fulton Financial Corp,Yes,"1,424,790",NASDAQ,$4B (Small),0.88
FUN,Six Flags Entertainment Corp,Yes,"3,165,260",NYS,$2B (Micro),0.38
FUTU,Futu Holdings Ltd,Yes,"1,024,370",NASDAQ,$17B (Mid),0.43
FVRR,Fiverr International Ltd,Yes,"1,026,520",NYS,$670M (Micro),1.31
FWRG,First Watch Restaurant Group Inc,Yes,"1,266,950",NASDAQ,$950M (Micro),0.89
FYBR,Frontier Communications Parent Inc,Yes,"3,372,730",NASDAQ,$10B (Mid),0.95
G,Genpact Ltd,Yes,"1,102,100",NYS,$8B (Mid),0.74
GANX,Gain Therapeutics Inc,Yes,"1,156,460",NASDAQ,$89M (Micro),0.05
GAP,Gap Inc,Yes,"8,677,700",NYS,$11B (Mid),2.3
GAU,Galiano Gold Inc,Yes,"2,314,530",NYS,$691M (Micro),0.87
GBDC,Golub Capital BDC Inc,Yes,"2,199,530",NASDAQ,$4B (Small),0.45
GBTG,Global Business Travel Group Inc,Yes,"1,268,730",NYS,$4B (Small),0.74
GD,General Dynamics Corp,Yes,"1,340,530",NYS,$96B (Large),0.41
GDDY,GoDaddy Inc,Yes,"1,127,670",NYS,$15B (Mid),0.93
GDRX,GoodRx Holdings Inc,Yes,"2,124,100",NASDAQ,$950M (Micro),1.51
GDS,GDS Holdings Ltd,Yes,"1,654,990",NASDAQ,$8B (Mid),0.37
GE,GE Aerospace,Yes,"3,859,600",NYS,$339B (Large),1.41
GEN,Gen Digital Inc,Yes,"3,378,840",NASDAQ,$17B (Mid),1.09
GENI,Genius Sports Ltd,Yes,"4,008,810",NYS,$3B (Small),1.85
GEO,Geo Group Inc,Yes,"1,465,630",NYS,$2B (Small),0.73
GERN,Geron Corp,Yes,"6,420,280",NASDAQ,$855M (Micro),0.62
GETY,Getty Images Holdings Inc,Yes,"1,546,550",NYS,$541M (Micro),2.08
GEVO,Gevo Inc,Yes,"2,970,120",NASDAQ,$482M (Micro),1.49
GFI,Gold Fields Ltd,Yes,"2,139,670",NYS,$41B (Mid),0.69
GFS,GlobalFoundries Inc,Yes,"2,982,940",NASDAQ,$22B (Mid),1.49
GGB,Gerdau SA,Yes,"10,068,220",NYS,$5B (Small),1.43
GH,Guardant Health Inc,Yes,"1,928,110",NASDAQ,$14B (Mid),1.64
GHRS,GH Research PLC,Yes,"1,091,590",NASDAQ,$931M (Micro),1
GILD,Gilead Sciences Inc,Yes,"4,869,690",NASDAQ,$150B (Large),0.37
GLPI,Gaming and Leisure Properties Inc,Yes,"2,130,970",NASDAQ,$13B (Mid),0.69
GLUE,Monte Rosa Therapeutics Inc,Yes,"3,848,320",NASDAQ,$2B (Micro),1.64
